person_id,name,gender,age,id_card,insurance_type,region,register_date,status,etl_date
P202302454,王玲,女,37,4.101041987071302e+17,城镇职工,新乡市,2021-12-24,在保,2026-07-02
P202303340,朱嘉伟,男,82,4.101041942041451e+17,城镇职工,驻马店市,2021-02-26,在保,2026-07-02
P202303890,曹思琪,女,65,4.101031959071552e+17,城镇职工,洛阳市,2022-06-05,退保,2026-07-02
P202304096,贾磊,男,31,4.104021993052873e+17,城乡居民,郑州市,2021-02-14,在保,2026-07-02
P202304725,冯军,男,48,4.1010619760813946e+17,城镇职工,郑州市,2022-06-30,在保,2026-07-02
P202303753,蔡波,男,72,4.101051952031206e+17,城乡居民,许昌市,2023-10-25,退保,2026-07-02
P202301272,马娜,女,60,4.104021964081205e+17,城镇职工,商丘市,2022-01-26,在保,2026-07-02
P202304570,贾梦瑶,女,50,4.101021974052892e+17,城乡居民,信阳市,2020-09-22,在保,2026-07-02
P202304547,吴霞,女,48,4.103021976071518e+17,城镇职工,开封市,2023-03-18,在保,2026-07-02
P202303791,吴超,男,60,4.1040219640303155e+17,城镇职工,郑州市,2020-02-25,在保,2026-07-02
P202304185,马建国,男,41,4.1010219830423386e+17,城镇职工,驻马店市,2021-04-16,在保,2026-07-02
P202300348,彭晨曦,男,24,4.101022000021121e+17,城镇职工,南阳市,2023-11-28,在保,2026-07-02
P202303958,周欣怡,女,45,4.101041979010906e+17,城镇职工,焦作市,2020-10-15,在保,2026-07-02
P202304671,许飞,男,61,4.101041963011422e+17,城乡居民,鹤壁市,2021-06-19,在保,2026-07-02
P202302563,吴超,男,33,4.1010619911226605e+17,城镇职工,驻马店市,2022-11-24,在保,2026-07-02
P202304636,吴浩,男,0,4.1040220241225485e+17,灵活就业,驻马店市,2021-11-01,在保,2026-07-02
P202301424,唐俊杰,男,34,4.101051990021887e+17,灵活就业,新乡市,2020-09-17,在保,2026-07-02
P202300657,冯丽,女,50,4.101051974052016e+17,城乡居民,漯河市,2020-12-14,在保,2026-07-02
P202302103,董梦瑶,女,34,4.101051990061734e+17,城乡居民,商丘市,2022-04-02,在保,2026-07-02
P202300633,吴雨彤,女,47,4.103021977100153e+17,城镇职工,信阳市,2022-06-12,在保,2026-07-02
P202302952,杨思琪,女,63,4.107021961121996e+17,城乡居民,周口市,2022-10-30,在保,2026-07-02
P202302494,梁玉兰,女,75,4.1040219491117414e+17,灵活就业,焦作市,2022-10-19,在保,2026-07-02
P202302666,彭思琪,女,25,4.103021999072021e+17,城乡居民,信阳市,2024-03-26,退保,2026-07-02
P202304128,贾佳慧,女,82,4.10103194209112e+17,城乡居民,郑州市,2024-04-21,在保,2026-07-02
P202304305,郭萍,女,26,4.10103199804145e+17,城乡居民,商丘市,2022-10-10,在保,2026-07-02
P202304624,卢俊杰,男,63,4.102021961021775e+17,城乡居民,许昌市,2021-05-09,在保,2026-07-02
P202303160,彭语嫣,女,55,4.1020219690306323e+17,城乡居民,漯河市,2023-06-13,在保,2026-07-02
P202303668,卢永强,男,60,4.1010619640319597e+17,城镇职工,安阳市,2022-10-28,在保,2026-07-02
P202302501,袁海涛,男,60,4.1010419640126714e+17,城镇职工,许昌市,2020-04-09,在保,2026-07-02
P202301466,蔡浩然,男,60,4.104021964012469e+17,灵活就业,焦作市,2023-04-19,在保,2026-07-02
P202303152,沈萍,女,43,4.105021981071613e+17,城镇职工,商丘市,2021-03-22,在保,2026-07-02
P202300116,刘淑珍,女,55,4.101031969080368e+17,城镇职工,商丘市,2023-08-02,在保,2026-07-02
P202301822,于斌,男,51,4.1010219730708134e+17,灵活就业,鹤壁市,2021-07-30,在保,2026-07-02
P202301495,王玉兰,女,77,4.107021947061792e+17,城乡居民,南阳市,2021-03-11,在保,2026-07-02
P202302402,马莉,女,53,4.102021971101058e+17,城镇职工,漯河市,2023-09-27,停保,2026-07-02
P202301233,郑玲,女,48,4.1020219760903904e+17,城乡居民,鹤壁市,2021-03-14,退保,2026-07-02
P202302662,周勇,男,33,4.104021991021837e+17,城镇职工,开封市,2020-05-26,停保,2026-07-02
P202302818,傅文彬,男,56,4.101031968011408e+17,城乡居民,新乡市,2023-07-18,在保,2026-07-02
P202303439,韩静,女,26,4.1010619980901395e+17,城乡居民,洛阳市,2020-05-19,在保,2026-07-02
P202304619,何慧,女,49,4.107021975060112e+17,城乡居民,鹤壁市,2024-04-07,在保,2026-07-02
P202301154,吕晨曦,男,26,4.101051998061494e+17,城镇职工,新乡市,2021-04-20,在保,2026-07-02
P202304817,赵国强,男,73,4.101021951081851e+17,城镇职工,郑州市,2021-12-01,在保,2026-07-02
P202300058,孙娜,女,44,4.1020219800415334e+17,城镇职工,平顶山市,2022-02-15,在保,2026-07-02
P202303464,薛娟,女,68,4.101061956122182e+17,城乡居民,安阳市,2020-03-04,在保,2026-07-02
P202304333,李秀英,女,63,4.101051961041119e+17,灵活就业,鹤壁市,2022-06-09,在保,2026-07-02
P202304996,冯芳,女,49,4.104021975062112e+17,城乡居民,洛阳市,2021-06-26,在保,2026-07-02
P202301736,唐丽,女,20,4.104022004032441e+17,城镇职工,商丘市,2020-09-23,在保,2026-07-02
P202302824,陈志强,男,24,4.1050220000609594e+17,城乡居民,平顶山市,2020-04-02,在保,2026-07-02
P202302197,魏海涛,男,57,4.1040219670301274e+17,城镇职工,洛阳市,2020-02-10,在保,2026-07-02
P202303624,丁雨彤,女,50,4.1010619740627155e+17,城乡居民,周口市,2021-02-18,停保,2026-07-02
P202302476,杨欣怡,女,62,4.1040219621210746e+17,城乡居民,开封市,2022-10-12,在保,2026-07-02
P202302565,于敏,女,33,4.1010219911217824e+17,城乡居民,驻马店市,,在保,2026-07-02
P202303765,彭斌,男,54,4.1070219700303846e+17,城乡居民,洛阳市,2020-03-25,在保,2026-07-02
P202302609,徐嘉伟,男,66,4.1010319580503123e+17,城乡居民,鹤壁市,2022-12-28,在保,2026-07-02
P202303729,周鹏,男,28,4.103021996091963e+17,城乡居民,商丘市,2021-06-09,在保,2026-07-02
P202300708,董婷,女,81,4.10103194302054e+17,城乡居民,许昌市,2023-04-24,退保,2026-07-02
P202304325,何娜,女,36,4.107021988112869e+17,城镇职工,驻马店市,2023-11-01,退保,2026-07-02
P202301094,阎欣怡,女,50,4.1010319740525306e+17,城乡居民,焦作市,2023-02-17,在保,2026-07-02
P202303633,彭玉兰,女,45,4.107021979110461e+17,城镇职工,开封市,2020-03-16,在保,2026-07-02
P202301377,蒋霞,女,37,4.104021987092086e+17,城镇职工,南阳市,2023-05-27,在保,2026-07-02
P202304964,于慧,女,55,4.10104196907035e+17,城乡居民,南阳市,2021-01-18,在保,2026-07-02
P202300073,王雨彤,女,49,4.1010619750102566e+17,城乡居民,许昌市,2020-09-15,在保,2026-07-02
P202301923,曹鹏,男,30,4.101041994020456e+17,城镇职工,开封市,2021-07-28,在保,2026-07-02
P202303239,程慧,女,53,4.105021971050145e+17,城乡居民,平顶山市,2023-11-28,在保,2026-07-02
P202301765,胡静,女,45,4.1070219790506656e+17,城镇职工,商丘市,2020-09-29,在保,2026-07-02
P202300744,林建国,男,50,4.101041974102242e+17,城乡居民,信阳市,2022-09-06,停保,2026-07-02
P202302938,吕波,男,45,4.107021979070896e+17,城镇职工,漯河市,2020-04-12,在保,2026-07-02
P202301006,曹杰,男,57,4.10104196704195e+17,城乡居民,商丘市,2021-07-31,在保,2026-07-02
P202302669,徐雨彤,女,59,4.101061965031446e+17,城镇职工,鹤壁市,2022-01-25,在保,2026-07-02
P202301191,马丽,女,51,4.101061973081523e+17,城镇职工,安阳市,2021-06-15,退保,2026-07-02
P202304875,卢凤英,女,39,4.1020219850121024e+17,城镇职工,平顶山市,2022-06-19,在保,2026-07-02
P202302602,张磊,男,61,4.105021963020441e+17,灵活就业,安阳市,2023-03-30,在保,2026-07-02
P202301126,黄子轩,男,29,4.105021995122305e+17,城乡居民,驻马店市,2020-10-22,在保,2026-07-02
P202301242,丁丽,女,46,4.107021978121253e+17,灵活就业,商丘市,2022-04-05,在保,2026-07-02
P202302909,李斌,男,41,4.103021983111371e+17,灵活就业,洛阳市,2020-02-05,在保,2026-07-02
P202304173,林斌,男,41,4.1010319830316346e+17,城乡居民,漯河市,2021-06-04,在保,2026-07-02
P202304877,许永强,男,25,4.101041999081405e+17,城镇职工,驻马店市,2024-05-02,在保,2026-07-02
P202300999,袁浩,男,39,4.1050219850510874e+17,城乡居民,安阳市,2023-12-21,在保,2026-07-02
P202303455,黄慧,女,0,4.1030220240911597e+17,灵活就业,开封市,2023-11-06,在保,2026-07-02
P202302685,苏思琪,女,56,4.1010619680720134e+17,城镇职工,驻马店市,2022-01-28,停保,2026-07-02
P202301578,董文博,男,70,4.101041954112631e+17,城乡居民,新乡市,2020-10-18,在保,2026-07-02
P202304840,彭伟,男,38,4.101061986082083e+17,城乡居民,许昌市,2020-04-05,在保,2026-07-02
P202301827,黄强,男,30,4.101031994090404e+17,城乡居民,郑州市,2024-02-17,在保,2026-07-02
P202303921,萧飞,男,83,4.107021941051058e+17,城镇职工,信阳市,2023-08-06,在保,2026-07-02
P202302100,薛玲,女,64,,城乡居民,鹤壁市,2022-06-10,在保,2026-07-02
P202303607,苏美琳,女,35,4.1010219890315744e+17,城乡居民,洛阳市,2020-01-16,在保,2026-07-02
P202300441,赵鹏,男,56,4.101051968061646e+17,城乡居民,周口市,2023-09-12,在保,2026-07-02
P202302587,胡欣怡,女,26,4.1010519980609216e+17,城乡居民,南阳市,2023-01-28,在保,2026-07-02
P202301101,刘凤英,女,67,4.101031957012139e+17,城镇职工,新乡市,2021-08-25,在保,2026-07-02
P202304090,傅明,男,43,4.101061981050278e+17,城乡居民,信阳市,2023-08-08,在保,2026-07-02
P202303122,刘佳慧,女,38,4.10302198608043e+17,灵活就业,信阳市,2022-12-14,在保,2026-07-02
P202300650,郭强,男,62,,城镇职工,信阳市,2020-12-27,在保,2026-07-02
P202301547,罗艳,女,32,4.1050219921114285e+17,城乡居民,周口市,2022-05-18,在保,2026-07-02
P202303807,马飞,男,50,4.1070219740419085e+17,城镇职工,南阳市,2023-11-05,在保,2026-07-02
P202303631,刘秀英,女,60,4.1070219640805715e+17,城镇职工,驻马店市,2020-09-22,停保,2026-07-02
P202304190,卢凤英,女,48,4.101031976092558e+17,城乡居民,平顶山市,2022-06-08,在保,2026-07-02
P202304652,孙天宇,男,61,4.101051963112863e+17,城镇职工,平顶山市,2021-11-07,在保,2026-07-02
P202303815,杨辉,男,27,4.1010519970218714e+17,城镇职工,周口市,2021-05-04,在保,2026-07-02
P202300631,朱萍,女,19,4.104022005120911e+17,城乡居民,洛阳市,2020-05-24,在保,2026-07-02
P202300673,冯莉,女,43,4.102021981081968e+17,城镇职工,鹤壁市,2023-01-28,在保,2026-07-02
P202301250,苏思琪,女,21,4.101022003101316e+17,城乡居民,周口市,2021-03-07,退保,2026-07-02
P202300483,唐语嫣,女,21,4.1010420030804717e+17,城乡居民,信阳市,2021-10-08,在保,2026-07-02
P202301585,吴嘉伟,男,57,4.102021967112345e+17,城乡居民,开封市,2020-10-18,在保,2026-07-02
P202303138,郑艳,女,31,4.101031993122049e+17,城乡居民,新乡市,2020-07-31,退保,2026-07-02
P202304675,李文博,男,64,4.105021960022761e+17,城乡居民,郑州市,2020-06-02,停保,2026-07-02
P202303101,周超,男,37,4.101061987061102e+17,灵活就业,焦作市,2021-08-28,在保,2026-07-02
P202301463,贾军,男,46,4.101031978040687e+17,城乡居民,平顶山市,2021-04-11,在保,2026-07-02
P202304007,吴天宇,男,1,4.1020220230328704e+17,城镇职工,许昌市,2021-11-06,在保,2026-07-02
P202303695,于明,男,65,4.102021959122001e+17,城镇职工,许昌市,2020-03-03,在保,2026-07-02
P202300394,何凤英,女,82,4.1010419420128294e+17,城镇职工,平顶山市,2023-10-18,在保,2026-07-02
P202302579,孙辉,男,55,4.103021969070728e+17,城乡居民,许昌市,2020-04-21,在保,2026-07-02
P202304035,沈鹏,男,35,4.1070219890503846e+17,城镇职工,焦作市,2023-03-02,在保,2026-07-02
P202300050,傅明,男,18,4.101032006080582e+17,灵活就业,商丘市,2022-12-23,退保,2026-07-02
P202304334,韩强,男,53,4.101051971021376e+17,城乡居民,开封市,2024-04-06,在保,2026-07-02
P202303120,罗伟,男,79,4.102021945022372e+17,灵活就业,开封市,2021-10-06,在保,2026-07-02
P202300859,宋嘉伟,男,40,4.1040219840412826e+17,城镇职工,商丘市,2020-12-16,停保,2026-07-02
P202301073,徐丽,女,51,4.101041973111965e+17,城镇职工,鹤壁市,2020-03-05,在保,2026-07-02
P202300720,贾磊,男,48,4.101031976060602e+17,灵活就业,焦作市,2020-03-17,在保,2026-07-02
P202304791,阎慧,女,45,4.103021979031442e+17,城镇职工,许昌市,2024-04-16,停保,2026-07-02
P202302632,李波,男,58,4.1020219660818656e+17,城镇职工,商丘市,2021-04-10,在保,2026-07-02
P202304924,赵天宇,男,75,4.104021949122647e+17,城乡居民,鹤壁市,2021-01-31,在保,2026-07-02
P202301661,宋嘉伟,男,73,4.101031951022626e+17,城镇职工,驻马店市,2024-03-08,在保,2026-07-02
P202301657,梁强,男,53,4.102021971082525e+17,灵活就业,焦作市,2022-10-06,在保,2026-07-02
P202302426,郑雪,女,59,4.101031965062746e+17,城乡居民,安阳市,2024-01-11,在保,2026-07-02
P202303997,郑斌,男,12,4.1020220120815386e+17,城乡居民,周口市,2024-02-06,在保,2026-07-02
P202304273,薛晓红,女,25,4.1070219990404416e+17,城乡居民,郑州市,2022-12-07,在保,2026-07-02
P202304768,韩建华,男,45,4.101041979070138e+17,城镇职工,新乡市,2022-12-10,在保,2026-07-02
P202303376,萧秀英,女,31,4.103021993111714e+17,城镇职工,平顶山市,2024-01-08,在保,2026-07-02
P202304522,阎娟,女,69,4.101021955030701e+17,城镇职工,开封市,2021-03-06,在保,2026-07-02
P202303372,丁丽,女,28,4.104021996051869e+17,城镇职工,信阳市,2020-01-10,在保,2026-07-02
P202304801,杨梦瑶,女,59,4.104021965082794e+17,城乡居民,许昌市,2021-02-08,在保,2026-07-02
P202304169,梁雪,女,67,4.10502195712017e+17,城镇职工,鹤壁市,2022-10-29,在保,2026-07-02
P202302607,朱嘉伟,男,39,4.101021985021181e+17,城乡居民,洛阳市,2023-12-08,停保,2026-07-02
P202301386,梁伟,男,55,4.1070219690517715e+17,城镇职工,安阳市,2024-03-29,在保,2026-07-02
P202303910,吕嘉伟,男,36,4.107021988112319e+17,城镇职工,安阳市,2022-12-09,在保,2026-07-02
P202301400,阎磊,男,38,4.1050219860724166e+17,城乡居民,新乡市,2023-05-16,在保,2026-07-02
P202301196,郭凤英,女,57,4.1050219671125075e+17,城乡居民,漯河市,2020-03-19,在保,2026-07-02
P202301409,吕嘉伟,男,44,4.1040219801118854e+17,城镇职工,平顶山市,2022-07-06,停保,2026-07-02
P202303899,傅杰,男,57,4.101031967121893e+17,城乡居民,开封市,2020-01-23,在保,2026-07-02
P202301799,何莉,女,69,4.1040219551023744e+17,城乡居民,开封市,2022-07-04,在保,2026-07-02
P202301476,谢国强,男,61,4.101031963011538e+17,灵活就业,新乡市,2021-03-04,停保,2026-07-02
P202303283,袁淑珍,女,11,4.1020220130711725e+17,城镇职工,洛阳市,2022-12-06,停保,2026-07-02
P202300036,于勇,男,28,4.102021996011222e+17,城镇职工,商丘市,2020-07-29,在保,2026-07-02
P202303612,曾玲,女,52,4.101031972121723e+17,城镇职工,开封市,2021-07-09,在保,2026-07-02
P202302346,周杰,男,69,4.1040219550203974e+17,城镇职工,新乡市,2022-02-21,停保,2026-07-02
P202304931,苏宇航,男,69,4.101061955062038e+17,城乡居民,平顶山市,2022-06-23,在保,2026-07-02
P202302360,彭飞,男,57,4.1020219671111494e+17,城镇职工,开封市,2020-07-06,在保,2026-07-02
P202302207,李宇航,男,76,4.1070219480803194e+17,城乡居民,商丘市,2022-07-13,在保,2026-07-02
P202304945,程超,男,81,4.101041943040905e+17,城乡居民,信阳市,2020-03-14,在保,2026-07-02
P202301287,韩文彬,男,16,4.101032008021322e+17,灵活就业,洛阳市,2023-03-14,在保,2026-07-02
P202300350,王秀兰,女,46,4.10702197808071e+17,城镇职工,新乡市,2020-12-15,在保,2026-07-02
P202302138,黄海涛,男,77,4.1030219470623123e+17,城乡居民,新乡市,2021-07-09,停保,2026-07-02
P202302692,邓晓红,女,45,4.10106197908045e+17,城镇职工,驻马店市,2021-06-21,在保,2026-07-02
P202303041,梁梦瑶,女,60,4.101031964060641e+17,城乡居民,信阳市,2021-06-01,在保,2026-07-02
P202303190,萧海涛,男,82,4.101061942041294e+17,城镇职工,许昌市,2020-04-27,退保,2026-07-02
P202301682,袁萍,女,49,4.1020219750716045e+17,城乡居民,南阳市,2022-08-15,在保,2026-07-02
P202304100,胡斌,男,51,4.101051973092116e+17,城乡居民,鹤壁市,2020-09-28,在保,2026-07-02
P202301444,胡欣怡,女,26,4.1010519980527066e+17,城镇职工,周口市,2021-10-08,在保,2026-07-02
P202303310,陈雪,女,49,4.102021975032332e+17,城镇职工,许昌市,2023-09-19,停保,2026-07-02
P202301672,杨语嫣,女,43,4.1010419810108755e+17,城乡居民,鹤壁市,2020-08-19,在保,2026-07-02
P202303014,魏佳慧,女,24,4.1010320000903354e+17,城镇职工,郑州市,2021-11-29,在保,2026-07-02
P202301180,谢秀英,女,30,4.105021994021267e+17,城镇职工,周口市,2021-04-16,在保,2026-07-02
P202302799,傅玉兰,女,43,4.101021981112255e+17,灵活就业,焦作市,2020-08-01,在保,2026-07-02
P202301693,徐玉兰,女,65,4.1020219590528896e+17,灵活就业,开封市,2022-04-05,在保,2026-07-02
P202303951,魏晓红,女,59,4.1020219650206176e+17,城乡居民,鹤壁市,2024-03-04,在保,2026-07-02
P202300373,陈桂英,女,76,4.102021948050967e+17,灵活就业,新乡市,2020-11-03,在保,2026-07-02
P202303684,曹文博,男,72,4.1010519521018323e+17,城镇职工,新乡市,2023-02-11,在保,2026-07-02
P202301917,徐淑珍,女,35,4.101021989090855e+17,城乡居民,驻马店市,2023-02-11,在保,2026-07-02
P202301358,蒋静,女,57,4.1010219671226394e+17,城乡居民,平顶山市,2021-02-09,退保,2026-07-02
P202301826,谢玲,女,57,4.101041967040949e+17,城镇职工,开封市,2021-05-29,在保,2026-07-02
P202300787,蒋志强,男,65,4.1010519590320506e+17,城镇职工,平顶山市,2022-05-01,停保,2026-07-02
P202300470,阎俊杰,男,39,4.104021985080121e+17,城职,安阳市,2021-02-02,在保,2026-07-02
P202300141,林军,男,54,4.1010519700320154e+17,城镇职工,开封市,2024-05-01,在保,2026-07-02
P202300789,陈飞,男,48,4.1070219760404576e+17,城镇职工,信阳市,2021-06-12,退保,2026-07-02
P202300324,朱俊杰,男,87,4.101041937022326e+17,灵活就业,南阳市,2022-11-17,在保,2026-07-02
P202300051,叶美琳,女,55,4.105021969072793e+17,城镇职工,信阳市,2020-11-21,在保,2026-07-02
P202300715,韩凤英,女,49,4.1010219750318675e+17,城乡居民,漯河市,2023-12-17,在保,2026-07-02
P202304534,彭凤英,女,34,4.101031990011806e+17,城镇职工,新乡市,2021-06-25,在保,2026-07-02
P202302841,冯霞,女,55,4.1070219690504314e+17,城镇职工,焦作市,2021-01-29,在保,2026-07-02
P202302447,徐雨彤,女,55,4.104021969061948e+17,城镇职工,焦作市,2021-04-18,停保,2026-07-02
P202304863,杨淑珍,女,37,4.107021987112502e+17,城镇职工,开封市,2023-01-26,在保,2026-07-02
P202304464,高美琳,女,70,4.1010519540802714e+17,城镇职工,许昌市,2023-11-29,在保,2026-07-02
P202304642,赵子轩,男,52,4.102021972121681e+17,城镇职工,漯河市,2022-06-04,在保,2026-07-02
P202303077,梁雪,女,63,4.101021961100965e+17,灵活就业,安阳市,2020-11-07,在保,2026-07-02
P202302667,赵慧,女,65,4.101051959111642e+17,城乡居民,周口市,2020-05-26,停保,2026-07-02
P202300407,丁凤英,女,30,4.1010519940111366e+17,城镇职工,驻马店市,2022-12-05,在保,2026-07-02
P202303428,苏国强,男,74,4.101021950012685e+17,灵活就业,洛阳市,2021-10-04,在保,2026-07-02
P202301005,朱莉,女,62,4.103021962031524e+17,城乡居民,焦作市,2020-10-30,停保,2026-07-02
P202303067,沈强,男,81,4.101021943071086e+17,城乡居民,南阳市,2020-05-18,停保,2026-07-02
P202300891,许子轩,男,64,4.101031960112501e+17,城镇职工,开封市,2022-06-21,在保,2026-07-02
P202302412,卢桂英,女,77,4.103021947050676e+17,城乡居民,安阳市,2020-01-24,在保,2026-07-02
P202302546,宋伟,男,57,4.1010419670217683e+17,灵活就业,南阳市,2023-03-02,在保,2026-07-02
P202303505,罗俊杰,男,40,4.1070219841003354e+17,城乡居民,新乡市,2022-12-22,在保,2026-07-02
P202302391,魏文彬,男,-1,4.103022008020682e+17,灵活就业,南阳市,2022-03-13,在保,2026-07-02
P202304018,韩宇航,男,62,4.101031962102529e+17,城镇职工,开封市,2023-07-28,在保,2026-07-02
P202300043,谢斌,男,47,4.102021977101168e+17,城镇职工,许昌市,2021-09-07,在保,2026-07-02
P202302831,何敏,女,19,4.105022005051124e+17,城乡居民,焦作市,2022-03-08,在保,2026-07-02
P202304884,蔡浩,男,58,4.104021966100902e+17,城镇职工,郑州市,2023-09-07,在保,2026-07-02
P202300304,李国强,男,60,4.1010619640402944e+17,城镇职工,平顶山市,2022-03-26,在保,2026-07-02
P202304559,蔡晓红,女,40,4.1010219840825984e+17,城乡居民,开封市,2020-08-11,在保,2026-07-02
P202303821,蒋霞,女,42,4.105021982031197e+17,城镇职工,漯河市,2020-04-04,在保,2026-07-02
P202300665,蔡磊,男,37,4.102021987120253e+17,城乡居民,漯河市,2020-04-15,在保,2026-07-02
P202301178,彭志强,男,48,4.105021976081128e+17,城乡居民,鹤壁市,2023-03-24,在保,2026-07-02
P202302677,马晨曦,男,56,4.1050219681228717e+17,城乡居民,安阳市,2021-12-07,退保,2026-07-02
P202301948,蔡天宇,男,49,4.1010219750723635e+17,城镇职工,漯河市,2021-04-23,在保,2026-07-02
P202302502,李文彬,男,67,4.101061957120322e+17,城乡居民,商丘市,2023-03-30,在保,2026-07-02
P202301474,林建国,男,50,4.101051974071601e+17,灵活就业,商丘市,2020-11-20,在保,2026-07-02
P202303554,韩敏,女,95,4.1020219290127725e+17,城乡居民,驻马店市,2023-02-09,在保,2026-07-02
P202303786,卢国强,男,40,4.107021984060747e+17,城乡居民,郑州市,2020-05-28,退保,2026-07-02
P202302133,吕文彬,男,62,4.101061962120457e+17,城乡居民,南阳市,2021-04-29,在保,2026-07-02
P202301027,王波,男,50,4.1040219740923846e+17,城乡居民,漯河市,2023-03-17,在保,2026-07-02
P202302990,王艳,女,93,4.104021931071048e+17,城镇职工,郑州市,2024-02-08,在保,2026-07-02
P202300962,梁宇航,男,73,4.101021951100808e+17,城镇职工,洛阳市,2022-12-24,在保,2026-07-02
P202302890,马语嫣,女,56,4.1010619680822246e+17,城镇职工,驻马店市,2022-05-14,在保,2026-07-02
P202303276,马慧,女,74,4.103021950122669e+17,城乡居民,南阳市,2020-08-31,停保,2026-07-02
P202302010,刘敏,女,66,4.101041958112769e+17,城乡居民,许昌市,2022-12-19,在保,2026-07-02
P202302150,邓文博,男,20,4.1020220040520096e+17,城乡居民,信阳市,2022-07-19,在保,2026-07-02
P202304680,林娜,女,54,4.102021970110383e+17,灵活就业,洛阳市,2021-02-27,在保,2026-07-02
P202302339,薛玉兰,女,50,4.1070219740706566e+17,城镇职工,开封市,2021-01-10,停保,2026-07-02
P202303966,郑玲,女,56,4.101021968040992e+17,城镇职工,洛阳市,2023-06-10,在保,2026-07-02
P202300305,于雨彤,女,49,4.1050219750920154e+17,城职,洛阳市,2021-09-26,在保,2026-07-02
P202301441,郭子轩,男,61,4.101041963111359e+17,城乡居民,开封市,2022-04-22,在保,2026-07-02
P202301497,宋艳,女,87,,城镇职工,信阳市,2020-02-29,在保,2026-07-02
P202302653,孙天宇,男,59,4.1020219650704384e+17,城乡居民,开封市,2021-11-28,在保,2026-07-02
P202302876,周莉,女,33,4.1010519910824474e+17,城镇职工,漯河市,2020-02-26,退保,2026-07-02
P202300917,卢天宇,男,60,4.103021964122e+17,灵活就业,驻马店市,2021-01-21,停保,2026-07-02
P202304225,胡芳,女,25,4.10104199903188e+17,城乡居民,周口市,2021-04-01,在保,2026-07-02
P202303795,陈诗涵,女,50,4.1010519741113344e+17,灵活就业,开封市,2023-04-19,在保,2026-07-02
P202302773,邓敏,女,46,4.1040219780706016e+17,城乡居民,,2020-05-01,在保,2026-07-02
P202301625,陈杰,男,83,4.1010419410927706e+17,城镇职工,新乡市,2022-09-07,退保,2026-07-02
P202303912,朱海涛,男,53,4.104021971112102e+17,城乡居民,许昌市,2021-06-06,在保,2026-07-02
P202300822,冯晨曦,男,75,4.103021949020221e+17,城镇职工,平顶山市,2023-05-07,在保,2026-07-02
P202303367,蒋涛,男,40,4.1010419840711386e+17,城镇职工,商丘市,2022-07-23,退保,2026-07-02
P202301355,程志强,男,39,4.107021985040522e+17,城乡居民,开封市,2020-10-19,在保,2026-07-02
P202304543,林艳,女,17,4.104022007090646e+17,城乡居民,许昌市,2020-03-20,在保,2026-07-02
P202300851,吴志强,男,38,4.102021986051299e+17,城镇职工,驻马店市,2023-04-16,在保,2026-07-02
P202301001,刘梦瑶,女,75,,灵活就业,商丘市,2023-05-24,退保,2026-07-02
P202304388,卢凤英,女,24,4.1010520000904096e+17,灵活就业,平顶山市,2021-03-03,在保,2026-07-02
P202300019,曾建华,男,33,4.1010519910103725e+17,城镇职工,新乡市,2020-05-18,停保,2026-07-02
P202301638,许敏,女,57,4.107021967092625e+17,城镇职工,焦作市,2020-12-10,在保,2026-07-02
P202301668,蔡俊杰,男,40,4.101031984022516e+17,灵活就业,洛阳市,2020-11-10,在保,2026-07-02
P202300494,薛莉,女,34,4.104021990070619e+17,城乡居民,开封市,2024-01-30,在保,2026-07-02
P202301348,周天宇,男,66,4.101021958012082e+17,城乡居民,鹤壁市,2024-02-24,在保,2026-07-02
P202303019,邓语嫣,女,41,4.1030219830127443e+17,城镇职工,许昌市,2023-04-23,在保,2026-07-02
P202303801,谢诗涵,女,25,4.103021999021715e+17,城乡居民,平顶山市,2023-01-09,在保,2026-07-02
P202303322,黄浩然,男,33,4.101021991032009e+17,城镇职工,驻马店市,2020-06-20,退保,2026-07-02
P202304217,彭斌,男,83,4.101041941082191e+17,城镇职工,平顶山市,2023-05-04,在保,2026-07-02
P202303552,谢超,男,21,4.103022003092654e+17,城乡居民,焦作市,2021-11-24,在保,2026-07-02
P202300688,曾玲,女,43,4.104021981040181e+17,城乡居民,开封市,2021-06-21,在保,2026-07-02
P202303805,朱文博,男,33,4.101021991052328e+17,灵活就业,安阳市,2024-05-17,在保,2026-07-02
P202301609,蒋桂英,女,55,4.107021969120601e+17,灵活就业,安阳市,2022-05-01,在保,2026-07-02
P202304591,陈海涛,男,38,4.101051986022668e+17,城镇职工,商丘市,2021-09-03,在保,2026-07-02
P202303471,胡桂英,女,48,4.104021976092257e+17,城镇职工,驻马店市,2020-02-21,在保,2026-07-02
P202301010,许子轩,男,40,4.101031984040549e+17,城乡居民,漯河市,2022-06-28,在保,2026-07-02
P202302409,唐伟,男,64,4.101031960051005e+17,城镇职工,漯河市,2022-03-27,在保,2026-07-02
P202301093,苏凤英,女,63,4.105021961090859e+17,城乡居民,商丘市,2022-09-30,退保,2026-07-02
P202301328,郭雪,女,47,4.1010619770216134e+17,城镇职工,焦作市,2024-05-06,在保,2026-07-02
P202301678,魏伟,男,77,4.1010419471226656e+17,城镇职工,洛阳市,2020-06-18,在保,2026-07-02
P202302000,魏紫薇,女,36,4.102021988041299e+17,灵活就业,南阳市,2022-01-29,在保,2026-07-02
