person_id,name,gender,age,id_card,insurance_type,region,register_date,status,name_mask,id_card_mask,person_id_mask
P202302669,徐雨彤,女,59,410106196503144576,城镇职工,鹤壁市,2022-01-25,在保,徐**,4101****4576,P2023****9
P202301191,马丽,女,51,410106197308152320,城镇职工,安阳市,2021-06-15,退保,马*,4101****2320,P2023****1
P202304875,卢凤英,女,39,410202198501210240,城镇职工,平顶山市,2022-06-19,在保,卢**,4102****0240,P2023****5
P202302602,张磊,男,61,410502196302044096,灵活就业,安阳市,2023-03-30,在保,张*,4105****4096,P2023****2
P202301126,黄子轩,男,29,410502199512230528,城乡居民,驻马店市,2020-10-22,在保,黄**,4105****0528,P2023****6
P202301242,丁丽,女,46,410702197812125312,灵活就业,商丘市,2022-04-05,在保,丁*,4107****5312,P2023****2
P202302909,李斌,男,41,410302198311137088,灵活就业,洛阳市,2020-02-05,在保,李*,4103****7088,P2023****9
P202304173,林斌,男,41,410103198303163456,城乡居民,漯河市,2021-06-04,在保,林*,4101****3456,P2023****3
P202304877,许永强,男,25,410104199908140480,城镇职工,驻马店市,2024-05-02,在保,许**,4101****0480,P2023****7
P202300999,袁浩,男,39,410502198505108736,城乡居民,安阳市,2023-12-21,在保,袁*,4105****8736,P2023****9
P202303455,黄慧,女,0,410302202409115968,灵活就业,开封市,2023-11-06,在保,黄*,4103****5968,P2023****5
P202302685,苏思琪,女,56,410106196807201344,城镇职工,驻马店市,2022-01-28,停保,苏**,4101****1344,P2023****5
P202301578,董文博,男,70,410104195411263104,城乡居民,新乡市,2020-10-18,在保,董**,4101****3104,P2023****8
P202304840,彭伟,男,38,410106198608208320,城乡居民,许昌市,2020-04-05,在保,彭*,4101****8320,P2023****0
P202301827,黄强,男,30,410103199409040384,城乡居民,郑州市,2024-02-17,在保,黄*,4101****0384,P2023****7
P202303921,萧飞,男,83,410702194105105792,城镇职工,信阳市,2023-08-06,在保,萧*,4107****5792,P2023****1
P202302100,薛玲,女,64,未知,城乡居民,鹤壁市,2022-06-10,在保,薛*,未知,P2023****0
P202303607,苏美琳,女,35,410102198903157440,城乡居民,洛阳市,2020-01-16,在保,苏**,4101****7440,P2023****7
P202300441,赵鹏,男,56,410105196806164608,城乡居民,周口市,2023-09-12,在保,赵*,4101****4608,P2023****1
P202302587,胡欣怡,女,26,410105199806092160,城乡居民,南阳市,2023-01-28,在保,胡**,4101****2160,P2023****7
P202301101,刘凤英,女,67,410103195701213888,城镇职工,新乡市,2021-08-25,在保,刘**,4101****3888,P2023****1
P202304090,傅明,男,43,410106198105027776,城乡居民,信阳市,2023-08-08,在保,傅*,4101****7776,P2023****0
P202303122,刘佳慧,女,38,410302198608043008,灵活就业,信阳市,2022-12-14,在保,刘**,4103****3008,P2023****2
P202300650,郭强,男,62,未知,城镇职工,信阳市,2020-12-27,在保,郭*,未知,P2023****0
P202301547,罗艳,女,32,410502199211142848,城乡居民,周口市,2022-05-18,在保,罗*,4105****2848,P2023****7
P202303807,马飞,男,50,410702197404190848,城镇职工,南阳市,2023-11-05,在保,马*,4107****0848,P2023****7
P202303631,刘秀英,女,60,410702196408057152,城镇职工,驻马店市,2020-09-22,停保,刘**,4107****7152,P2023****1
P202304190,卢凤英,女,48,410103197609255808,城乡居民,平顶山市,2022-06-08,在保,卢**,4101****5808,P2023****0
P202304652,孙天宇,男,61,410105196311286272,城镇职工,平顶山市,2021-11-07,在保,孙**,4101****6272,P2023****2
P202303815,杨辉,男,27,410105199702187136,城镇职工,周口市,2021-05-04,在保,杨*,4101****7136,P2023****5
P202300631,朱萍,女,19,410402200512091072,城乡居民,洛阳市,2020-05-24,在保,朱*,4104****1072,P2023****1
P202300673,冯莉,女,43,410202198108196800,城镇职工,鹤壁市,2023-01-28,在保,冯*,4102****6800,P2023****3
P202301250,苏思琪,女,21,410102200310131584,城乡居民,周口市,2021-03-07,退保,苏**,4101****1584,P2023****0
P202300483,唐语嫣,女,21,410104200308047168,城乡居民,信阳市,2021-10-08,在保,唐**,4101****7168,P2023****3
P202301585,吴嘉伟,男,57,410202196711234496,城乡居民,开封市,2020-10-18,在保,吴**,4102****4496,P2023****5
P202303138,郑艳,女,31,410103199312204928,城乡居民,新乡市,2020-07-31,退保,郑*,4101****4928,P2023****8
P202304675,李文博,男,64,410502196002276096,城乡居民,郑州市,2020-06-02,停保,李**,4105****6096,P2023****5
P202303101,周超,男,37,410106198706110208,灵活就业,焦作市,2021-08-28,在保,周*,4101****0208,P2023****1
P202301463,贾军,男,46,410103197804068672,城乡居民,平顶山市,2021-04-11,在保,贾*,4101****8672,P2023****3
P202304007,吴天宇,男,1,410202202303287040,城镇职工,许昌市,2021-11-06,在保,吴**,4102****7040,P2023****7
P202303695,于明,男,65,410202195912200128,城镇职工,许昌市,2020-03-03,在保,于*,4102****0128,P2023****5
P202300394,何凤英,女,82,410104194201282944,城镇职工,平顶山市,2023-10-18,在保,何**,4101****2944,P2023****4
P202302579,孙辉,男,55,410302196907072768,城乡居民,许昌市,2020-04-21,在保,孙*,4103****2768,P2023****9
P202304035,沈鹏,男,35,410702198905038464,城镇职工,焦作市,2023-03-02,在保,沈*,4107****8464,P2023****5
P202300050,傅明,男,18,410103200608058176,灵活就业,商丘市,2022-12-23,退保,傅*,4101****8176,P2023****0
P202304334,韩强,男,53,410105197102137600,城乡居民,开封市,2024-04-06,在保,韩*,4101****7600,P2023****4
P202303120,罗伟,男,79,410202194502237184,灵活就业,开封市,2021-10-06,在保,罗*,4102****7184,P2023****0
P202300859,宋嘉伟,男,40,410402198404128256,城镇职工,商丘市,2020-12-16,停保,宋**,4104****8256,P2023****9
P202301073,徐丽,女,51,410104197311196480,城镇职工,鹤壁市,2020-03-05,在保,徐*,4101****6480,P2023****3
P202300720,贾磊,男,48,410103197606060224,灵活就业,焦作市,2020-03-17,在保,贾*,4101****0224,P2023****0
P202304791,阎慧,女,45,410302197903144192,城镇职工,许昌市,2024-04-16,停保,阎*,4103****4192,P2023****1
P202302632,李波,男,58,410202196608186560,城镇职工,商丘市,2021-04-10,在保,李*,4102****6560,P2023****2
P202304924,赵天宇,男,75,410402194912264704,城乡居民,鹤壁市,2021-01-31,在保,赵**,4104****4704,P2023****4
P202301661,宋嘉伟,男,73,410103195102262592,城镇职工,驻马店市,2024-03-08,在保,宋**,4101****2592,P2023****1
P202301657,梁强,男,53,410202197108252480,灵活就业,焦作市,2022-10-06,在保,梁*,4102****2480,P2023****7
P202302426,郑雪,女,59,410103196506274624,城乡居民,安阳市,2024-01-11,在保,郑*,4101****4624,P2023****6
P202303997,郑斌,男,12,410202201208153856,城乡居民,周口市,2024-02-06,在保,郑*,4102****3856,P2023****7
P202304273,薛晓红,女,25,410702199904044160,城乡居民,郑州市,2022-12-07,在保,薛**,4107****4160,P2023****3
P202304768,韩建华,男,45,410104197907013824,城镇职工,新乡市,2022-12-10,在保,韩**,4101****3824,P2023****8
P202303376,萧秀英,女,31,410302199311171392,城镇职工,平顶山市,2024-01-08,在保,萧**,4103****1392,P2023****6
P202304522,阎娟,女,69,410102195503070080,城镇职工,开封市,2021-03-06,在保,阎*,4101****0080,P2023****2
P202303372,丁丽,女,28,410402199605186880,城镇职工,信阳市,2020-01-10,在保,丁*,4104****6880,P2023****2
P202304801,杨梦瑶,女,59,410402196508279424,城乡居民,许昌市,2021-02-08,在保,杨**,4104****9424,P2023****1
P202304169,梁雪,女,67,410502195712017024,城镇职工,鹤壁市,2022-10-29,在保,梁*,4105****7024,P2023****9
P202302607,朱嘉伟,男,39,410102198502118080,城乡居民,洛阳市,2023-12-08,停保,朱**,4101****8080,P2023****7
P202301386,梁伟,男,55,410702196905177152,城镇职工,安阳市,2024-03-29,在保,梁*,4107****7152,P2023****6
P202303910,吕嘉伟,男,36,410702198811231872,城镇职工,安阳市,2022-12-09,在保,吕**,4107****1872,P2023****0
P202301400,阎磊,男,38,410502198607241664,城乡居民,新乡市,2023-05-16,在保,阎*,4105****1664,P2023****0
P202301196,郭凤英,女,57,410502196711250752,城乡居民,漯河市,2020-03-19,在保,郭**,4105****0752,P2023****6
P202301409,吕嘉伟,男,44,410402198011188544,城镇职工,平顶山市,2022-07-06,停保,吕**,4104****8544,P2023****9
P202303899,傅杰,男,57,410103196712189312,城乡居民,开封市,2020-01-23,在保,傅*,4101****9312,P2023****9
P202301799,何莉,女,69,410402195510237440,城乡居民,开封市,2022-07-04,在保,何*,4104****7440,P2023****9
P202301476,谢国强,男,61,410103196301153792,灵活就业,新乡市,2021-03-04,停保,谢**,4101****3792,P2023****6
P202303283,袁淑珍,女,11,410202201307117248,城镇职工,洛阳市,2022-12-06,停保,袁**,4102****7248,P2023****3
P202300036,于勇,男,28,410202199601122176,城镇职工,商丘市,2020-07-29,在保,于*,4102****2176,P2023****6
P202303612,曾玲,女,52,410103197212172288,城镇职工,开封市,2021-07-09,在保,曾*,4101****2288,P2023****2
P202302346,周杰,男,69,410402195502039744,城镇职工,新乡市,2022-02-21,停保,周*,4104****9744,P2023****6
P202304931,苏宇航,男,69,410106195506203776,城乡居民,平顶山市,2022-06-23,在保,苏**,4101****3776,P2023****1
P202302360,彭飞,男,57,410202196711114944,城镇职工,开封市,2020-07-06,在保,彭*,4102****4944,P2023****0
P202302207,李宇航,男,76,410702194808031936,城乡居民,商丘市,2022-07-13,在保,李**,4107****1936,P2023****7
P202304945,程超,男,81,410104194304090496,城乡居民,信阳市,2020-03-14,在保,程*,4101****0496,P2023****5
P202301287,韩文彬,男,16,410103200802132224,灵活就业,洛阳市,2023-03-14,在保,韩**,4101****2224,P2023****7
P202300350,王秀兰,女,46,410702197808070976,城镇职工,新乡市,2020-12-15,在保,王**,4107****0976,P2023****0
P202302138,黄海涛,男,77,410302194706231232,城乡居民,新乡市,2021-07-09,停保,黄**,4103****1232,P2023****8
P202302692,邓晓红,女,45,410106197908044992,城镇职工,驻马店市,2021-06-21,在保,邓**,4101****4992,P2023****2
P202303041,梁梦瑶,女,60,410103196406064128,城乡居民,信阳市,2021-06-01,在保,梁**,4101****4128,P2023****1
P202303190,萧海涛,男,82,410106194204129408,城镇职工,许昌市,2020-04-27,退保,萧**,4101****9408,P2023****0
P202301682,袁萍,女,49,410202197507160448,城乡居民,南阳市,2022-08-15,在保,袁*,4102****0448,P2023****2
P202304100,胡斌,男,51,410105197309211584,城乡居民,鹤壁市,2020-09-28,在保,胡*,4101****1584,P2023****0
P202301444,胡欣怡,女,26,410105199805270656,城镇职工,周口市,2021-10-08,在保,胡**,4101****0656,P2023****4
P202303310,陈雪,女,49,410202197503233216,城镇职工,许昌市,2023-09-19,停保,陈*,4102****3216,P2023****0
P202301672,杨语嫣,女,43,410104198101087552,城乡居民,鹤壁市,2020-08-19,在保,杨**,4101****7552,P2023****2
P202303014,魏佳慧,女,24,410103200009033536,城镇职工,郑州市,2021-11-29,在保,魏**,4101****3536,P2023****4
P202301180,谢秀英,女,30,410502199402126720,城镇职工,周口市,2021-04-16,在保,谢**,4105****6720,P2023****0
P202302799,傅玉兰,女,43,410102198111225472,灵活就业,焦作市,2020-08-01,在保,傅**,4101****5472,P2023****9
P202301693,徐玉兰,女,65,410202195905288960,灵活就业,开封市,2022-04-05,在保,徐**,4102****8960,P2023****3
P202303951,魏晓红,女,59,410202196502061760,城乡居民,鹤壁市,2024-03-04,在保,魏**,4102****1760,P2023****1
P202300373,陈桂英,女,76,410202194805096704,灵活就业,新乡市,2020-11-03,在保,陈**,4102****6704,P2023****3
P202303684,曹文博,男,72,410105195210183232,城镇职工,新乡市,2023-02-11,在保,曹**,4101****3232,P2023****4
P202301917,徐淑珍,女,35,410102198909085504,城乡居民,驻马店市,2023-02-11,在保,徐**,4101****5504,P2023****7
P202301358,蒋静,女,57,410102196712263936,城乡居民,平顶山市,2021-02-09,退保,蒋*,4101****3936,P2023****8
P202301826,谢玲,女,57,410104196704094912,城镇职工,开封市,2021-05-29,在保,谢*,4101****4912,P2023****6
P202300787,蒋志强,男,65,410105195903205056,城镇职工,平顶山市,2022-05-01,停保,蒋**,4101****5056,P2023****7
P202300470,阎俊杰,男,39,410402198508012096,城职,安阳市,2021-02-02,在保,阎**,4104****2096,P2023****0
P202300141,林军,男,54,410105197003201536,城镇职工,开封市,2024-05-01,在保,林*,4101****1536,P2023****1
P202300789,陈飞,男,48,410702197604045760,城镇职工,信阳市,2021-06-12,退保,陈*,4107****5760,P2023****9
P202300324,朱俊杰,男,87,410104193702232576,灵活就业,南阳市,2022-11-17,在保,朱**,4101****2576,P2023****4
P202300051,叶美琳,女,55,410502196907279296,城镇职工,信阳市,2020-11-21,在保,叶**,4105****9296,P2023****1
P202300715,韩凤英,女,49,410102197503186752,城乡居民,漯河市,2023-12-17,在保,韩**,4101****6752,P2023****5
P202304534,彭凤英,女,34,410103199001180608,城镇职工,新乡市,2021-06-25,在保,彭**,4101****0608,P2023****4
P202302841,冯霞,女,55,410702196905043136,城镇职工,焦作市,2021-01-29,在保,冯*,4107****3136,P2023****1
P202302447,徐雨彤,女,55,410402196906194816,城镇职工,焦作市,2021-04-18,停保,徐**,4104****4816,P2023****7
P202304863,杨淑珍,女,37,410702198711250176,城镇职工,开封市,2023-01-26,在保,杨**,4107****0176,P2023****3
P202304464,高美琳,女,70,410105195408027136,城镇职工,许昌市,2023-11-29,在保,高**,4101****7136,P2023****4
P202304642,赵子轩,男,52,410202197212168128,城镇职工,漯河市,2022-06-04,在保,赵**,4102****8128,P2023****2
P202303077,梁雪,女,63,410102196110096512,灵活就业,安阳市,2020-11-07,在保,梁*,4101****6512,P2023****7
P202302667,赵慧,女,65,410105195911164224,城乡居民,周口市,2020-05-26,停保,赵*,4101****4224,P2023****7
P202300407,丁凤英,女,30,410105199401113664,城镇职工,驻马店市,2022-12-05,在保,丁**,4101****3664,P2023****7
P202303428,苏国强,男,74,410102195001268480,灵活就业,洛阳市,2021-10-04,在保,苏**,4101****8480,P2023****8
P202301005,朱莉,女,62,410302196203152384,城乡居民,焦作市,2020-10-30,停保,朱*,4103****2384,P2023****5
P202303067,沈强,男,81,410102194307108608,城乡居民,南阳市,2020-05-18,停保,沈*,4101****8608,P2023****7
P202300891,许子轩,男,64,410103196011250112,城镇职工,开封市,2022-06-21,在保,许**,4101****0112,P2023****1
P202302412,卢桂英,女,77,410302194705067584,城乡居民,安阳市,2020-01-24,在保,卢**,4103****7584,P2023****2
P202302546,宋伟,男,57,410104196702176832,灵活就业,南阳市,2023-03-02,在保,宋*,4101****6832,P2023****6
P202303505,罗俊杰,男,40,410702198410033536,城乡居民,新乡市,2022-12-22,在保,罗**,4107****3536,P2023****5
P202302391,魏文彬,男,1,410302200802068224,灵活就业,南阳市,2022-03-13,在保,魏**,4103****8224,P2023****1
P202304018,韩宇航,男,62,410103196210252928,城镇职工,开封市,2023-07-28,在保,韩**,4101****2928,P2023****8
P202300043,谢斌,男,47,410202197710116800,城镇职工,许昌市,2021-09-07,在保,谢*,4102****6800,P2023****3
P202302831,何敏,女,19,410502200505112384,城乡居民,焦作市,2022-03-08,在保,何*,4105****2384,P2023****1
P202304884,蔡浩,男,58,410402196610090176,城镇职工,郑州市,2023-09-07,在保,蔡*,4104****0176,P2023****4
P202300304,李国强,男,60,410106196404029440,城镇职工,平顶山市,2022-03-26,在保,李**,4101****9440,P2023****4
P202304559,蔡晓红,女,40,410102198408259840,城乡居民,开封市,2020-08-11,在保,蔡**,4101****9840,P2023****9
P202303821,蒋霞,女,42,410502198203119680,城镇职工,漯河市,2020-04-04,在保,蒋*,4105****9680,P2023****1
P202300665,蔡磊,男,37,410202198712025280,城乡居民,漯河市,2020-04-15,在保,蔡*,4102****5280,P2023****5
P202301178,彭志强,男,48,410502197608112768,城乡居民,鹤壁市,2023-03-24,在保,彭**,4105****2768,P2023****8
P202302677,马晨曦,男,56,410502196812287168,城乡居民,安阳市,2021-12-07,退保,马**,4105****7168,P2023****7
P202301948,蔡天宇,男,49,410102197507236352,城镇职工,漯河市,2021-04-23,在保,蔡**,4101****6352,P2023****8
P202302502,李文彬,男,67,410106195712032192,城乡居民,商丘市,2023-03-30,在保,李**,4101****2192,P2023****2
P202301474,林建国,男,50,410105197407160128,灵活就业,商丘市,2020-11-20,在保,林**,4101****0128,P2023****4
P202303554,韩敏,女,95,410202192901277248,城乡居民,驻马店市,2023-02-09,在保,韩*,4102****7248,P2023****4
P202303786,卢国强,男,40,410702198406074688,城乡居民,郑州市,2020-05-28,退保,卢**,4107****4688,P2023****6
P202302133,吕文彬,男,62,410106196212045696,城乡居民,南阳市,2021-04-29,在保,吕**,4101****5696,P2023****3
P202301027,王波,男,50,410402197409238464,城乡居民,漯河市,2023-03-17,在保,王*,4104****8464,P2023****7
P202302990,王艳,女,93,410402193107104768,城镇职工,郑州市,2024-02-08,在保,王*,4104****4768,P2023****0
P202300962,梁宇航,男,73,410102195110080768,城镇职工,洛阳市,2022-12-24,在保,梁**,4101****0768,P2023****2
P202302890,马语嫣,女,56,410106196808222464,城镇职工,驻马店市,2022-05-14,在保,马**,4101****2464,P2023****0
P202303276,马慧,女,74,410302195012266880,城乡居民,南阳市,2020-08-31,停保,马*,4103****6880,P2023****6
P202302010,刘敏,女,66,410104195811276928,城乡居民,许昌市,2022-12-19,在保,刘*,4101****6928,P2023****0
P202302150,邓文博,男,20,410202200405200960,城乡居民,信阳市,2022-07-19,在保,邓**,4102****0960,P2023****0
P202304680,林娜,女,54,410202197011038272,灵活就业,洛阳市,2021-02-27,在保,林*,4102****8272,P2023****0
P202302339,薛玉兰,女,50,410702197407065664,城镇职工,开封市,2021-01-10,停保,薛**,4107****5664,P2023****9
P202303966,郑玲,女,56,410102196804099200,城镇职工,洛阳市,2023-06-10,在保,郑*,4101****9200,P2023****6
P202300305,于雨彤,女,49,410502197509201536,城职,洛阳市,2021-09-26,在保,于**,4105****1536,P2023****5
P202301441,郭子轩,男,61,410104196311135872,城乡居民,开封市,2022-04-22,在保,郭**,4101****5872,P2023****1
P202301497,宋艳,女,87,未知,城镇职工,信阳市,2020-02-29,在保,宋*,未知,P2023****7
P202302653,孙天宇,男,59,410202196507043840,城乡居民,开封市,2021-11-28,在保,孙**,4102****3840,P2023****3
P202302876,周莉,女,33,410105199108244736,城镇职工,漯河市,2020-02-26,退保,周*,4101****4736,P2023****6
P202300917,卢天宇,男,60,410302196412200000,灵活就业,驻马店市,2021-01-21,停保,卢**,4103****0000,P2023****7
P202304225,胡芳,女,25,410104199903187968,城乡居民,周口市,2021-04-01,在保,胡*,4101****7968,P2023****5
P202303795,陈诗涵,女,50,410105197411133440,灵活就业,开封市,2023-04-19,在保,陈**,4101****3440,P2023****5
P202302773,邓敏,女,46,410402197807060160,城乡居民,未知,2020-05-01,在保,邓*,4104****0160,P2023****3
P202301625,陈杰,男,83,410104194109277056,城镇职工,新乡市,2022-09-07,退保,陈*,4101****7056,P2023****5
P202303912,朱海涛,男,53,410402197111210176,城乡居民,许昌市,2021-06-06,在保,朱**,4104****0176,P2023****2
P202300822,冯晨曦,男,75,410302194902022080,城镇职工,平顶山市,2023-05-07,在保,冯**,4103****2080,P2023****2
P202303367,蒋涛,男,40,410104198407113856,城镇职工,商丘市,2022-07-23,退保,蒋*,4101****3856,P2023****7
P202301355,程志强,男,39,410702198504052224,城乡居民,开封市,2020-10-19,在保,程**,4107****2224,P2023****5
P202304543,林艳,女,17,410402200709064576,城乡居民,许昌市,2020-03-20,在保,林*,4104****4576,P2023****3
P202300851,吴志强,男,38,410202198605129920,城镇职工,驻马店市,2023-04-16,在保,吴**,4102****9920,P2023****1
P202301001,刘梦瑶,女,75,未知,灵活就业,商丘市,2023-05-24,退保,刘**,未知,P2023****1
P202304388,卢凤英,女,24,410105200009040960,灵活就业,平顶山市,2021-03-03,在保,卢**,4101****0960,P2023****8
P202300019,曾建华,男,33,410105199101037248,城镇职工,新乡市,2020-05-18,停保,曾**,4101****7248,P2023****9
P202301638,许敏,女,57,410702196709262528,城镇职工,焦作市,2020-12-10,在保,许*,4107****2528,P2023****8
P202301668,蔡俊杰,男,40,410103198402251584,灵活就业,洛阳市,2020-11-10,在保,蔡**,4101****1584,P2023****8
P202300494,薛莉,女,34,410402199007061888,城乡居民,开封市,2024-01-30,在保,薛*,4104****1888,P2023****4
P202301348,周天宇,男,66,410102195801208192,城乡居民,鹤壁市,2024-02-24,在保,周**,4101****8192,P2023****8
P202303019,邓语嫣,女,41,410302198301274432,城镇职工,许昌市,2023-04-23,在保,邓**,4103****4432,P2023****9
P202303801,谢诗涵,女,25,410302199902171520,城乡居民,平顶山市,2023-01-09,在保,谢**,4103****1520,P2023****1
P202303322,黄浩然,男,33,410102199103200896,城镇职工,驻马店市,2020-06-20,退保,黄**,4101****0896,P2023****2
P202304217,彭斌,男,83,410104194108219072,城镇职工,平顶山市,2023-05-04,在保,彭*,4101****9072,P2023****7
P202303552,谢超,男,21,410302200309265408,城乡居民,焦作市,2021-11-24,在保,谢*,4103****5408,P2023****2
P202300688,曾玲,女,43,410402198104018112,城乡居民,开封市,2021-06-21,在保,曾*,4104****8112,P2023****8
P202303805,朱文博,男,33,410102199105232768,灵活就业,安阳市,2024-05-17,在保,朱**,4101****2768,P2023****5
P202301609,蒋桂英,女,55,410702196912060096,灵活就业,安阳市,2022-05-01,在保,蒋**,4107****0096,P2023****9
P202304591,陈海涛,男,38,410105198602266816,城镇职工,商丘市,2021-09-03,在保,陈**,4101****6816,P2023****1
P202303471,胡桂英,女,48,410402197609225728,城镇职工,驻马店市,2020-02-21,在保,胡**,4104****5728,P2023****1
P202301010,许子轩,男,40,410103198404054912,城乡居民,漯河市,2022-06-28,在保,许**,4101****4912,P2023****0
P202302409,唐伟,男,64,410103196005100480,城镇职工,漯河市,2022-03-27,在保,唐*,4101****0480,P2023****9
P202301093,苏凤英,女,63,410502196109085888,城乡居民,商丘市,2022-09-30,退保,苏**,4105****5888,P2023****3
P202301328,郭雪,女,47,410106197702161344,城镇职工,焦作市,2024-05-06,在保,郭*,4101****1344,P2023****8
P202301678,魏伟,男,77,410104194712266560,城镇职工,洛阳市,2020-06-18,在保,魏*,4101****6560,P2023****8
P202302000,魏紫薇,女,36,410202198804129920,灵活就业,南阳市,2022-01-29,在保,魏**,4102****9920,P2023****0
P202301311,董国强,男,49,410105197505267584,城乡居民,许昌市,2023-08-25,停保,董**,4101****7584,P2023****1
P202304699,曹强,男,52,410102197203063680,城乡居民,焦作市,2021-10-23,停保,曹*,4101****3680,P2023****9
P202301988,冯诗涵,女,59,410302196508259008,灵活就业,南阳市,2021-04-23,在保,冯**,4103****9008,P2023****8
P202303722,萧凤英,女,80,410502194409189952,城乡居民,漯河市,2020-12-03,在保,萧**,4105****9952,P2023****2
P202300345,冯志强,男,41,410202198309131008,灵活就业,平顶山市,2023-03-29,在保,冯**,4102****1008,P2023****5
P202304229,魏思琪,女,54,410502197001184896,城镇职工,南阳市,2024-02-24,在保,魏**,4105****4896,P2023****9
P202300987,郭涛,男,77,410302194701202048,灵活就业,鹤壁市,2020-04-14,在保,郭*,4103****2048,P2023****7
P202303927,程美琳,女,67,410105195701119808,城乡居民,鹤壁市,2023-02-16,在保,程**,4101****9808,P2023****7
P202303881,曹梦瑶,女,55,410702196912230144,城镇职工,许昌市,2020-01-12,在保,曹**,4107****0144,P2023****1
P202304357,唐桂英,女,54,410402197005142656,城镇职工,新乡市,2024-04-08,停保,唐**,4104****2656,P2023****7
P202304082,林永强,男,37,410202198711240320,城乡居民,南阳市,2022-06-29,在保,林**,4102****0320,P2023****2
P202303155,冯涛,男,31,410502199312138432,城乡居民,洛阳市,2022-09-11,在保,冯*,4105****8432,P2023****5
P202304636,吴浩,男,0,410402202412254848,灵活就业,驻马店市,2021-11-01,在保,吴*,4104****4848,P2023****6
P202301143,朱强,男,47,410102197706254208,城乡居民,驻马店市,2020-05-27,在保,朱*,4101****4208,P2023****3
P202302359,郭天宇,男,18,410105200609147520,城乡,洛阳市,2023-08-30,在保,郭**,4101****7520,P2023****9
P202301199,邓文博,男,54,410105197001140672,城乡居民,驻马店市,2023-06-05,在保,邓**,4101****0672,P2023****9
P202300086,宋斌,男,40,410106198411138368,城乡居民,郑州市,2022-07-20,在保,宋*,4101****8368,P2023****6
P202301519,罗诗涵,女,31,410103199304010176,城镇职工,安阳市,2020-09-04,在保,罗**,4101****0176,P2023****9
P202300517,沈杰,男,59,410202196512152832,城乡居民,漯河市,2023-02-09,在保,沈*,4102****2832,P2023****7
P202301382,梁浩,男,41,410106198303075712,城乡居民,商丘市,2021-10-21,在保,梁*,4101****5712,P2023****2
P202302717,傅晓红,女,61,410105196306105216,灵活就业,许昌市,2021-02-27,在保,傅**,4101****5216,P2023****7
P202304673,赵嘉伟,男,58,410103196608206720,城镇职工,未知,2021-10-25,在保,赵**,4101****6720,P2023****3
P202301015,于建国,男,81,410104194311141504,城镇职工,周口市,2021-08-10,在保,于**,4101****1504,P2023****5
P202300129,于文博,男,51,410702197310226560,城乡居民,郑州市,2023-06-01,停保,于**,4107****6560,P2023****9
P202301365,吴俊杰,男,71,410102195304247616,城乡居民,驻马店市,2023-05-15,在保,吴**,4101****7616,P2023****5
P202304889,王天宇,男,54,410102197006074688,城镇职工,开封市,2023-01-23,退保,王**,4101****4688,P2023****9
P202304056,宋欣怡,女,53,410502197111054144,城乡居民,驻马店市,2023-01-18,在保,宋**,4105****4144,P2023****6
P202303627,冯伟,男,34,410302199012279808,城乡居民,洛阳市,2023-01-01,在保,冯*,4103****9808,P2023****7
P202300892,丁强,男,59,410502196504157120,灵活就业,鹤壁市,2023-07-24,在保,丁*,4105****7120,P2023****2
P202302794,吴伟,男,33,410502199111181760,城镇职工,平顶山市,2021-04-28,在保,吴*,4105****1760,P2023****4
P202304252,胡凤英,女,53,410302197104026048,灵活就业,信阳市,2021-03-25,在保,胡**,4103****6048,P2023****2
P202301360,胡梦瑶,女,53,410702197107152192,灵活就业,周口市,2021-06-22,在保,胡**,4107****2192,P2023****0
P202300308,黄伟,男,39,410102198503169728,城乡,驻马店市,2022-11-25,在保,黄*,4101****9728,P2023****8
P202301662,张志强,男,47,410502197703227776,城乡居民,漯河市,2022-09-29,在保,张**,4105****7776,P2023****2
P202302432,杨美琳,女,31,410302199312202112,城镇职工,许昌市,2021-04-29,在保,杨**,4103****2112,P2023****2
P202304012,冯文博,男,24,410302200006055232,城镇职工,开封市,2023-12-11,停保,冯**,4103****5232,P2023****2
P202301318,苏凤英,女,44,410104198008013248,城镇职工,信阳市,2022-10-12,在保,苏**,4101****3248,P2023****8
P202304348,胡辉,男,21,410103200311260928,城镇职工,南阳市,2020-07-01,在保,胡*,4101****0928,P2023****8
P202302475,韩宇航,男,55,410702196906066368,城镇职工,平顶山市,2021-09-15,在保,韩**,4107****6368,P2023****5
P202302543,苏欣怡,女,46,410105197810148160,城镇职工,郑州市,2022-08-13,停保,苏**,4101****8160,P2023****3
P202301247,未知,女,50,410105197412257536,灵活就业,安阳市,2020-04-19,在保,未知,4101****7536,P2023****7
P202301209,谢飞,男,24,410502200012089600,城镇职工,郑州市,2020-02-11,在保,谢*,4105****9600,P2023****9
P202300217,冯雨彤,女,36,410402198809266816,城乡居民,平顶山市,2021-05-21,在保,冯**,4104****6816,P2023****7
P202304337,叶敏,女,20,410702200406015680,城乡居民,周口市,2023-12-24,在保,叶*,4107****5680,P2023****7
P202304667,黄建华,男,3,410102198602265408,城镇职工,安阳市,2022-08-05,在保,黄**,4101****5408,P2023****7
P202301240,吕晨曦,男,79,410104194503034304,城乡居民,郑州市,2022-06-27,在保,吕**,4101****4304,P2023****0
P202302290,阎紫薇,女,75,410502194907059136,城镇职工,开封市,2023-02-10,在保,阎**,4105****9136,P2023****0
P202302741,梁伟,男,57,410106196702254528,灵活就业,漯河市,2024-05-17,在保,梁*,4101****4528,P2023****1
